symbol,symbol_id,date,daily_rsi_3,daily_rsi_9,weekly_rsi_3,monthly_rsi_3,ret_5d,ret_10d
GUJGASLTD,760,2022-01-06,84.45,67.11,81.3,62.33,6.9,4.77
HONDAPOWER,837,2022-01-06,77.66,56.36,51.19,90.83,4.19,2.97
ZENTEC,2209,2022-01-07,91.92,68.24,82.83,63.16,-3.13,-6.01
ITC,945,2022-01-10,82.09,59.8,58.55,52.73,0.58,-5.15
JINDALPHOT,975,2022-01-10,86.1,51.6,70.44,63.47,21.72,40.53
TEJASNET,1975,2022-01-10,89.23,65.92,90.06,53.0,8.23,-11.61
ADANIPORTS,46,2022-01-11,83.57,66.12,83.28,53.65,-0.28,-7.06
NDGL,1330,2022-01-11,81.89,63.67,78.22,61.16,0.07,-5.08
WENDT,2176,2022-01-11,91.35,70.11,81.05,89.23,-0.76,-5.23
AKSHARCHEM,92,2022-01-12,87.81,66.38,71.9,54.12,-3.1,-5.36
BHARTIARTL,297,2022-01-12,91.58,75.54,75.02,73.65,-3.63,-3.14
CARYSIL,364,2022-01-12,86.08,62.53,64.95,61.59,-3.08,-12.14
POWERINDIA,1510,2022-01-12,88.04,60.46,73.49,85.58,9.0,21.45
SRHHYPOLTD,1860,2022-01-12,86.37,67.04,83.92,64.34,-2.2,-5.59
CDSL,369,2022-01-13,91.11,71.9,80.05,89.23,1.0,-6.83
SWSOLAR,1933,2022-01-13,84.78,64.82,79.04,61.75,3.53,-1.67
ICRA,855,2022-01-14,91.11,69.04,67.6,66.75,-0.21,4.87
UNIVPHOTO,2079,2022-01-17,86.72,59.31,78.6,99.75,4.98,11.06
PANACEABIO,1439,2022-01-20,85.15,62.39,73.61,51.69,13.76,18.86
POWERGRID,1509,2022-01-20,87.7,69.89,87.03,88.19,-2.07,-2.31
BIOCON,304,2022-01-21,77.36,63.18,79.58,54.76,-2.65,5.89
HINDWAREAP,821,2022-02-01,85.63,55.73,60.75,53.0,-2.3,0.82
RATNAMANI,1587,2022-02-01,82.48,63.45,82.88,70.74,11.52,7.85
SOFTTECH,1830,2022-02-03,97.74,83.48,81.11,58.6,0.0,3.97
TITAN,2009,2022-02-15,66.61,55.62,58.21,75.82,-1.84,3.88
BAJAJHLDNG,238,2022-02-16,83.22,60.69,69.31,68.82,-1.65,-4.31
CRISIL,439,2022-02-16,80.25,56.85,61.6,57.82,-3.24,-1.4
MASTEK,1212,2022-02-23,79.05,51.09,58.85,54.8,2.15,7.42
TIPSMUSIC,2005,2022-02-28,67.74,44.57,58.38,58.66,7.68,12.07
ATGL,195,2022-03-02,74.71,48.95,63.97,80.75,-3.15,1.03
HEXATRADEX,804,2022-03-02,72.95,52.26,64.4,74.41,6.15,35.16
NEOGEN,1339,2022-03-02,77.33,55.94,52.7,79.54,3.4,-0.0
KSCL,1099,2022-03-07,78.77,46.5,61.23,53.94,4.05,9.44
ADSL,52,2022-03-08,79.75,42.39,64.2,51.93,17.07,12.36
ANANDRATHI,121,2022-03-08,87.64,62.03,54.4,67.93,-3.33,0.8
CARYSIL,364,2022-03-08,74.37,53.95,56.34,66.77,-0.07,8.87
ESABINDIA,592,2022-03-08,75.24,50.11,70.37,60.3,16.28,9.99
IPCALAB,932,2022-03-08,82.45,61.8,67.6,55.87,-2.27,-2.46
NRAIL,1378,2022-03-08,65.75,43.35,66.28,56.8,15.29,19.77
ONWARDTEC,1410,2022-03-08,75.74,50.18,70.33,73.63,15.74,7.42
TRF,2032,2022-03-08,63.61,47.29,64.36,63.55,21.35,27.85
ABFRL,28,2022-03-09,80.32,56.26,60.03,73.82,-0.02,6.43
DELTACORP,488,2022-03-09,76.42,56.11,69.6,87.22,3.62,14.61
DYNAMATECH,543,2022-03-09,72.55,52.45,62.49,52.44,6.35,15.64
EPL,588,2022-03-09,61.57,37.45,51.59,51.57,5.92,1.31
HOMEFIRST,834,2022-03-09,65.45,47.71,63.73,64.29,4.05,5.8
KPITTECH,1083,2022-03-09,76.96,53.24,53.01,69.06,-0.1,4.34
SYNGENE,1936,2022-03-09,88.39,52.09,65.11,59.3,3.37,6.4
VHL,2118,2022-03-09,72.23,47.74,50.14,63.27,5.39,5.37
VIDHIING,2120,2022-03-09,65.78,47.06,63.39,72.98,6.64,13.93
VINYLINDIA,2134,2022-03-09,69.24,47.65,52.69,60.88,5.03,6.94
WEALTH,2168,2022-03-09,81.41,59.72,66.11,70.78,2.48,2.86
APLAPOLLO,140,2022-03-10,82.83,61.07,66.23,61.13,3.2,1.91
AURIONPRO,205,2022-03-10,78.21,56.32,65.37,81.18,-7.26,-2.38
FLUOROCHEM,639,2022-03-10,74.46,50.34,54.8,77.79,15.99,9.84
MOIL,1268,2022-03-11,82.76,59.45,60.75,81.32,-2.94,4.83
NOCIL,1372,2022-03-14,76.27,54.96,60.54,63.35,2.24,6.89
PODDARMENT,1501,2022-03-14,85.05,55.24,51.25,52.48,-0.6,6.93
POKARNA,1502,2022-03-14,80.05,49.06,58.43,65.37,8.01,11.49
SRF,1858,2022-03-14,76.22,53.97,76.69,88.46,11.68,11.29
ANGELONE,125,2022-03-15,85.72,60.43,89.72,79.86,20.94,13.0
AXISBANK,223,2022-03-16,74.36,51.25,53.92,62.42,-0.22,5.15
CONCOR,420,2022-03-16,79.87,61.71,69.49,65.98,0.88,9.11
IFBIND,862,2022-03-16,74.25,51.09,71.27,51.76,11.57,18.21
ACE,37,2022-03-17,82.57,59.14,58.29,71.74,-1.72,6.46
ROLEXRINGS,1635,2022-03-17,85.67,60.92,66.11,75.62,-6.5,3.28
WELCORP,2172,2022-03-21,79.86,53.37,57.28,56.59,2.07,24.45
BSOFT,342,2022-03-22,87.02,65.11,67.98,52.74,-2.11,5.1
GRAPHITE,733,2022-03-22,89.54,63.83,70.45,51.89,-0.46,6.39
LUMAXTECH,1156,2022-03-22,92.19,63.18,63.23,55.51,-4.8,-1.55
E2E,545,2022-03-23,87.82,61.15,58.93,79.79,2.96,7.68
NAHARSPING,1312,2022-03-23,80.88,60.97,75.02,53.4,-3.12,-5.69
PUNJABCHEM,1547,2022-03-23,80.38,50.49,54.3,51.8,8.94,4.44
WELCORP,2172,2022-03-24,78.67,59.03,57.28,56.59,8.88,31.67
EPL,588,2022-03-25,82.59,57.83,53.85,51.57,13.93,10.12
JPOLYINVST,996,2022-03-28,75.3,48.06,71.61,54.82,27.59,15.39
TEAMLEASE,1970,2022-03-28,76.85,56.26,76.47,61.69,0.88,-1.96
BLUESTARCO,320,2022-03-29,90.99,66.56,83.26,65.86,9.06,11.04
SKFINDIA,1817,2022-03-29,78.84,59.97,74.96,50.37,4.18,1.22
ALKYLAMINE,103,2022-04-01,74.58,57.5,53.53,50.71,11.63,6.13
BOMDYEING,326,2022-04-01,82.23,58.74,53.12,81.25,4.36,-0.64
FEDERALBNK,620,2022-04-01,86.9,66.99,77.96,56.3,-1.38,-5.22
GILLETTE,686,2022-04-01,88.32,61.7,55.63,54.79,3.76,1.05
HINDZINC,822,2022-04-01,90.85,63.65,68.09,67.19,5.64,6.49
PILANIINVS,1483,2022-04-01,78.73,61.01,65.2,50.85,6.59,4.71
SANDHAR,1698,2022-04-01,78.14,61.17,63.63,64.72,3.8,5.45
TATAINVEST,1956,2022-04-01,84.14,67.81,68.88,70.47,5.54,3.09
INDOTECH,902,2022-04-04,80.42,59.17,69.63,67.42,2.79,-2.01
JBCHEPHARM,969,2022-04-04,76.31,57.75,73.18,61.5,1.31,3.48
SOFTTECH,1830,2022-04-05,65.52,49.18,63.11,50.9,26.29,11.01
TVSHLTD,2045,2022-04-06,82.94,60.41,54.99,52.96,-0.49,-0.26
SOUTHWEST,1843,2022-04-19,85.75,61.57,72.39,94.39,14.4,2.82
GEECEE,670,2022-04-20,84.83,68.26,70.66,54.09,-7.8,-13.03
SHARDAMOTR,1765,2022-04-26,77.06,61.12,65.84,60.81,-8.17,-18.14
SIGMA,1797,2022-05-12,75.48,57.18,57.94,70.12,6.74,11.17
POLYCAB,1504,2022-05-13,85.7,58.68,60.26,58.03,0.62,-5.57
CHALET,387,2022-05-16,84.42,59.6,67.68,80.23,-2.82,-0.87
CRAFTSMAN,434,2022-05-16,74.67,57.95,65.95,66.08,4.1,1.11
RANEHOLDIN,1585,2022-05-16,76.69,54.89,58.53,69.87,-0.8,0.17
VGUARD,2117,2022-05-16,78.41,56.67,77.22,68.82,5.04,9.89
BAYERCROP,265,2022-05-17,70.01,50.92,61.7,68.35,2.49,16.88
CIPLA,404,2022-05-18,82.01,52.01,61.16,61.17,1.54,2.76
IMPAL,879,2022-05-18,85.55,67.09,66.77,59.11,-3.13,-1.57
STERTOOLS,1877,2022-05-18,78.98,46.16,58.28,75.26,22.53,52.2
CIPLA,404,2022-05-20,77.36,59.77,61.16,61.17,-1.23,-1.78
FMGOETZE,640,2022-05-20,71.48,59.72,64.77,72.08,-0.42,0.75
MAHSCOOTER,1178,2022-05-20,76.4,54.88,53.02,53.04,2.25,4.83
ASTRAZEN,191,2022-05-23,76.82,55.0,79.14,70.67,9.86,11.1
JYOTHYLAB,1015,2022-05-23,81.98,60.67,70.85,51.65,1.94,1.41
KSCL,1099,2022-05-23,76.07,57.79,58.03,67.21,0.32,0.1
SCHAND,1727,2022-05-23,74.6,48.8,62.41,62.02,7.48,11.05
SJS,1815,2022-05-23,72.77,49.17,67.61,60.57,7.51,13.91
SKFINDIA,1817,2022-05-24,81.43,57.25,53.99,62.12,10.46,5.0
ASTERDM,188,2022-05-25,73.96,53.74,74.32,67.16,9.19,7.77
DEEPAKFERT,483,2022-05-25,74.49,54.18,64.31,77.56,13.8,16.82
INGERRAND,915,2022-05-26,82.52,55.53,52.75,60.92,1.43,-3.92
KANPRPLA,1031,2022-05-27,68.95,55.04,52.16,51.02,-1.16,-1.24
CGPOWER,386,2022-05-30,76.69,54.74,67.45,52.51,4.48,-4.82
KERNEX,1048,2022-05-30,67.24,47.3,74.73,73.18,18.65,11.35
M&MFIN,1163,2022-05-30,77.74,60.96,80.14,66.05,4.16,-3.49
NDTV,1334,2022-05-30,70.36,44.18,50.71,53.05,9.91,10.84
PANAMAPET,1441,2022-05-30,70.43,47.23,55.06,50.22,6.36,5.63
MONTECARLO,1275,2022-05-31,80.06,57.49,76.69,52.4,16.66,14.31
POLYPLEX,1506,2022-05-31,78.7,52.39,67.52,57.18,5.98,-7.1
AJANTPHARM,84,2022-06-01,87.35,65.51,64.16,54.69,-2.41,0.19
EIMCOELECO,558,2022-06-02,81.19,53.27,62.79,67.26,8.33,3.74
WEALTH,2168,2022-06-13,87.16,67.51,77.1,54.83,-0.79,-4.86
TIINDIA,1998,2022-06-20,64.13,48.83,57.09,64.65,5.46,12.79
CAMPUS,349,2022-06-21,67.94,41.47,53.71,100.0,4.35,8.07
JAMNAAUTO,961,2022-06-23,75.54,55.19,62.11,90.64,11.71,16.87
TIINDIA,1998,2022-06-24,78.41,58.23,57.09,64.65,11.09,26.72
WSTCSTPAPR,2192,2022-06-27,75.46,51.44,69.41,78.33,10.0,7.51
VENUSPIPES,2110,2022-06-28,88.17,32.91,79.19,100.0,2.94,2.35
EVEREADY,604,2022-06-29,74.33,51.1,65.71,55.08,5.11,4.89
GANESHBE,658,2022-06-29,83.75,55.01,51.24,56.88,6.06,14.94
SHAILY,1756,2022-06-29,87.2,61.46,52.85,100.0,-1.89,1.6
DALBHARAT,456,2022-07-01,82.24,61.78,59.16,64.36,8.05,9.16
PIDILITIND,1480,2022-07-01,72.7,56.14,55.44,65.53,4.29,6.92
ABB,23,2022-07-04,80.16,63.2,86.31,82.95,10.56,9.53
BAJAJFINSV,234,2022-07-04,61.18,43.25,54.18,59.78,4.83,7.57
ESCORTS,594,2022-07-04,71.37,52.1,60.74,63.29,3.52,9.17
GODREJCP,716,2022-07-04,79.56,66.69,80.62,71.52,5.66,5.67
INDUSINDBK,909,2022-07-04,76.42,52.06,55.21,68.9,3.17,2.29
JITFINFRA,984,2022-07-04,79.9,59.88,61.01,69.79,-0.12,12.73
MANYAVAR,1201,2022-07-04,78.03,53.23,67.51,74.81,9.88,11.96
OBEROIRLTY,1392,2022-07-04,81.8,54.17,68.58,62.22,7.15,11.71
PUNJABCHEM,1547,2022-07-04,74.56,56.57,69.45,51.41,3.16,4.33
SANSERA,1706,2022-07-04,68.85,52.95,71.46,52.27,3.34,14.12
STYLAMIND,1883,2022-07-04,75.86,50.45,65.79,71.65,12.91,23.97
SUMICHEM,1893,2022-07-04,89.45,59.41,77.61,62.72,12.06,9.23
TATAPOWER,1957,2022-07-04,73.01,50.41,60.08,50.35,4.4,7.73
BAJAJHLDNG,238,2022-07-05,77.01,52.24,60.55,62.12,5.04,1.37
DATAPATTNS,462,2022-07-05,70.88,45.11,63.89,59.83,9.28,13.46
ECLERX,548,2022-07-05,74.73,49.12,63.97,53.78,5.17,9.5
KOLTEPATIL,1074,2022-07-05,77.78,45.21,63.81,57.0,13.07,20.53
ADANIPORTS,46,2022-07-06,80.85,53.97,59.98,56.72,4.67,7.09
APOLLOTYRE,145,2022-07-06,75.39,57.53,72.11,63.31,7.44,10.17
EPL,588,2022-07-06,76.63,59.77,69.79,54.87,5.05,12.83
ESCORTS,594,2022-07-06,75.23,57.99,60.74,63.29,2.76,10.95
KOTAKBANK,1076,2022-07-06,80.96,51.87,55.77,55.68,2.2,7.23
TITAN,2009,2022-07-06,79.76,50.03,62.92,58.04,4.86,12.8
WHIRLPOOL,2181,2022-07-06,90.74,70.76,77.23,66.62,1.82,5.13
INDIANB,888,2022-07-07,84.69,61.75,65.17,69.27,8.5,12.94
KAJARIACER,1019,2022-07-07,86.27,65.95,75.7,70.11,0.44,9.31
PPL,1513,2022-07-07,87.39,59.34,61.97,50.05,0.12,2.13
NTPC,1383,2022-07-08,77.68,55.06,51.04,63.83,4.21,3.65
AWL,222,2022-07-11,82.16,60.13,68.01,68.44,0.95,0.75
GSS,752,2022-07-11,82.99,67.27,64.58,93.44,-2.14,-2.51
GALAXYSURF,653,2022-07-12,92.78,68.99,84.15,74.8,1.51,1.02
ORCHPHARMA,1414,2022-07-12,77.06,53.12,52.2,50.52,10.68,16.54
ORBTEXP,1412,2022-07-14,85.07,62.11,62.01,59.22,2.63,3.79
BAJAJFINSV,234,2022-07-18,86.92,66.02,76.7,59.78,3.02,23.05
BDL,273,2022-07-18,77.72,52.53,52.64,75.46,1.14,15.42
HAPPSTMNDS,772,2022-07-18,87.68,60.51,84.71,52.16,13.36,13.75
ORCHPHARMA,1414,2022-07-18,84.12,66.94,91.16,50.52,10.74,6.11
ORISSAMINE,1425,2022-07-18,71.52,52.52,73.4,53.82,11.78,15.81
RITES,1626,2022-07-18,85.9,67.02,81.2,60.7,3.04,9.16
TATAINVEST,1956,2022-07-18,90.08,70.43,72.77,58.26,1.05,4.04
CAMS,350,2022-07-19,86.44,65.66,71.42,55.55,1.05,3.02
DPABHUSHAN,530,2022-07-19,93.25,63.53,65.28,50.55,-2.72,3.17
GODFRYPHLP,713,2022-07-19,84.37,60.7,72.44,56.6,1.37,5.76
JINDRILL,979,2022-07-19,83.81,59.22,64.78,64.5,7.23,14.16
VISHNU,2141,2022-07-21,93.24,69.21,65.09,68.43,-2.31,2.61
MAHSCOOTER,1178,2022-07-28,89.29,74.37,83.24,63.76,0.37,5.3
AVROIND,218,2022-08-01,83.96,61.01,76.4,94.34,0.49,5.15
CDSL,369,2022-08-01,84.43,68.18,68.9,53.87,0.63,5.48
INDIGOPNTS,893,2022-08-01,86.02,54.11,85.54,64.45,8.58,8.01
STLTECH,1879,2022-08-01,74.7,55.09,63.64,51.53,3.18,6.27
TEGA,1974,2022-08-01,94.75,72.39,74.13,76.82,-5.0,6.29
TRF,2032,2022-08-01,96.76,64.86,53.85,81.23,4.97,17.46
PGIL,1477,2022-08-03,79.51,61.27,75.96,85.54,3.79,43.08
HCG,785,2022-08-08,86.43,65.91,76.53,57.44,-0.93,-3.76
EIDPARRY,553,2022-08-11,89.63,71.54,83.6,51.27,-5.25,-8.87
WORTHPERI,2190,2022-08-12,82.59,64.65,71.93,53.11,-4.85,-3.8
APCOTEXIND,138,2022-08-17,78.41,58.07,64.6,74.17,9.89,5.69
CHENNPETRO,394,2022-08-17,79.22,56.58,65.79,70.93,13.33,0.99
PKTEA,1490,2022-08-17,74.11,55.06,71.35,61.94,11.17,5.96
MANGALAM,1192,2022-08-26,92.21,62.67,60.62,72.83,-1.25,-2.71
PETRONET,1469,2022-08-26,82.61,58.07,60.96,60.43,-1.46,-0.18
POLYMED,1505,2022-08-26,79.94,62.17,70.82,64.08,15.02,15.9
VRLLOG,2154,2022-08-26,86.65,59.83,60.11,77.55,-2.73,-4.61
BRITANNIA,336,2022-08-29,80.44,53.75,56.41,59.51,-2.67,1.35
COLPAL,416,2022-08-29,87.27,70.25,86.4,70.94,0.1,0.85
ENDURANCE,579,2022-08-30,87.57,67.74,84.3,72.77,-0.04,1.93
EPL,588,2022-08-30,75.03,58.34,64.19,50.38,-2.0,1.26
LINDEINDIA,1137,2022-08-30,86.47,56.84,50.71,56.13,-1.77,-0.42
ROLEXRINGS,1635,2022-08-30,84.66,63.11,72.21,88.69,1.53,10.27
SSWL,1864,2022-08-30,88.37,70.68,85.11,64.78,-0.19,-1.41
VHLTD,2119,2022-09-01,70.31,55.47,61.15,55.98,16.67,44.44
DENORA,491,2022-09-02,77.64,58.27,60.9,70.59,11.3,15.44
INDNIPPON,895,2022-09-02,88.4,63.49,67.85,64.59,1.71,10.31
ESABINDIA,592,2022-09-05,80.57,62.38,85.51,74.97,7.86,-1.29
SABTNL,1671,2022-09-05,71.2,46.39,73.14,75.46,15.63,37.5
EIDPARRY,553,2022-09-06,83.9,60.09,58.21,75.98,-0.31,5.87
PONNIERODE,1507,2022-09-06,90.91,72.09,74.17,50.69,-4.81,-2.08
AKZOINDIA,95,2022-09-07,92.79,77.23,90.09,92.5,4.68,9.5
VIPIND,2136,2022-09-07,87.5,65.01,76.68,69.25,5.7,12.9
SHAREINDIA,1766,2022-09-08,78.19,55.3,53.98,66.5,8.69,10.26
HIRECT,823,2022-09-09,80.91,63.07,69.15,81.74,7.98,43.79
WELINV,2174,2022-09-12,82.97,59.87,88.95,66.57,9.67,1.06
ICRA,855,2022-09-13,81.45,55.92,70.15,62.19,3.65,3.99
PSPPROJECT,1543,2022-09-13,80.84,62.34,81.81,80.04,3.04,1.54
CHOLAHLDNG,398,2022-09-14,82.11,67.04,86.11,58.16,0.41,-6.22
TCI,1963,2022-09-14,82.14,57.24,71.29,78.6,8.7,4.99
BIL,302,2022-09-15,79.26,64.34,51.84,57.71,-2.73,3.84
GRANULES,732,2022-09-15,86.59,66.06,78.94,87.65,2.11,1.92
ICRA,855,2022-09-16,86.88,66.75,70.15,62.19,1.75,1.23
INNOVANA,917,2022-09-20,94.35,63.29,84.43,67.18,27.18,46.4
SUNPHARMA,1903,2022-09-20,85.07,65.64,71.83,67.24,-1.62,3.57
CRISIL,439,2022-09-22,73.45,56.14,64.29,51.96,-2.82,-2.67
TORNTPHARM,2018,2022-09-22,77.9,59.47,52.78,86.4,0.53,2.26
ABBOTINDIA,24,2022-09-27,67.32,51.11,74.29,58.34,4.96,1.72
EMUDHRA,578,2022-09-28,66.6,45.33,53.72,79.07,1.17,-0.27
BAJAJELEC,233,2022-09-29,80.69,50.67,64.73,66.67,5.94,0.7
DABUR,455,2022-09-29,76.95,58.71,59.31,59.31,-6.18,-7.71
CRISIL,439,2022-09-30,75.0,57.63,55.7,51.96,-4.01,-5.79
EMUDHRA,578,2022-09-30,83.71,57.0,53.72,79.07,-4.25,-4.86
COFORGE,414,2022-10-04,74.82,55.84,69.12,54.72,4.03,9.57
INFY,914,2022-10-04,75.95,54.06,57.75,56.12,-0.05,3.92
LTIM,1153,2022-10-04,82.62,59.11,68.22,54.68,1.18,2.32
PERSISTENT,1468,2022-10-04,79.05,56.86,72.93,56.74,9.05,11.02
TITAGARH,2008,2022-10-04,86.76,58.48,74.99,70.58,0.87,4.04
VSTIND,2156,2022-10-04,76.13,62.69,87.09,88.25,1.05,6.35
FACT,614,2022-10-06,85.96,51.61,64.39,54.54,0.39,3.37
MINDTECK,1252,2022-10-06,79.06,57.39,82.18,64.92,0.18,9.21
MWL,1304,2022-10-06,84.21,56.94,60.27,59.51,-5.17,-1.72
DHANUKA,499,2022-10-07,73.08,54.97,51.83,64.43,-1.59,-2.13
DODLA,524,2022-10-07,78.49,54.44,55.03,56.98,-7.09,-2.65
REPRO,1614,2022-10-07,80.62,55.75,55.41,55.37,-2.14,-4.94
CASTROLIND,365,2022-10-10,86.52,63.17,88.19,82.74,7.32,6.75
ASTEC,187,2022-10-11,79.12,62.0,89.97,86.51,12.24,11.88
CUB,446,2022-10-12,82.36,64.45,78.83,82.31,4.35,1.78
WENDT,2176,2022-10-12,83.04,59.18,56.95,52.3,4.55,1.47
ANANDRATHI,121,2022-10-13,92.1,75.96,89.17,91.93,2.26,5.08
STERTOOLS,1877,2022-10-13,74.29,56.27,70.04,67.81,1.59,8.87
INFY,914,2022-10-14,77.27,62.51,65.76,56.12,1.78,4.3
PRIMESECU,1530,2022-10-14,91.22,60.35,54.53,50.48,-5.74,1.0
ICICIBANK,851,2022-10-17,73.0,56.44,72.2,79.61,4.64,2.64
PIIND,1482,2022-10-17,77.87,52.23,59.77,61.71,2.06,8.18
RELIANCE,1606,2022-10-17,69.55,49.14,60.32,53.16,2.95,5.03
SBIN,1725,2022-10-17,76.08,56.66,77.9,90.16,4.94,6.12
TEGA,1974,2022-10-17,71.51,56.02,81.95,67.12,5.51,-0.92
ULTRACEMCO,2061,2022-10-17,79.68,51.63,61.64,62.4,1.96,8.76
XPROINDIA,2195,2022-10-17,74.2,55.58,58.77,51.4,6.0,0.01
ANURAS,135,2022-10-18,83.09,54.76,57.67,50.81,4.13,2.11
BBL,266,2022-10-18,79.0,62.13,69.37,90.18,-0.42,14.59
HAL,770,2022-10-18,84.88,62.74,54.32,96.35,1.05,0.64
SIEMENS,1794,2022-10-18,81.45,55.74,51.58,79.3,0.37,3.01
TVSHLTD,2045,2022-10-18,71.56,51.52,56.23,77.69,4.59,4.65
VMART,2147,2022-10-19,87.09,65.88,65.8,55.88,1.99,2.41
ABREL,32,2022-10-20,85.67,60.17,50.51,61.44,2.34,-3.36
LOKESHMACH,1143,2022-10-20,85.51,56.98,65.25,64.43,2.4,-0.86
RALLIS,1575,2022-10-20,85.35,67.78,78.4,61.2,0.82,1.22
RML,1632,2022-10-21,88.57,61.6,63.58,56.35,-3.24,0.08
SCI,1729,2022-10-21,85.53,69.17,79.83,72.32,4.84,2.38
ABCAPITAL,25,2022-10-24,86.27,60.28,70.79,67.58,3.41,14.21
EMAMIPAP,569,2022-10-24,85.09,55.04,73.84,67.67,4.89,3.31
GARFIBRES,663,2022-10-24,84.5,67.91,74.13,80.62,-2.08,-4.09
SOTL,1841,2022-10-24,64.96,47.95,63.66,62.12,3.0,2.66
URAVIDEF,2082,2022-10-24,99.76,71.83,84.01,90.92,13.53,11.47
VETO,2115,2022-10-24,89.15,58.38,62.59,78.8,3.28,14.92
HINDWAREAP,821,2022-10-25,74.0,57.27,60.27,58.75,-6.39,-10.41
ACC,34,2022-10-27,77.45,51.68,50.21,70.66,6.15,3.36
CCL,368,2022-10-27,85.73,57.97,50.82,82.01,0.6,1.92
DLF,519,2022-10-27,91.36,67.81,71.96,61.12,0.33,4.45
HISARMETAL,824,2022-10-27,83.4,56.95,62.96,70.72,-1.36,1.71
INDIAMART,887,2022-10-27,84.46,63.06,69.13,59.13,3.24,5.0
TVSSRICHAK,2048,2022-10-27,87.88,63.15,67.9,81.03,-0.67,18.68
VINYLINDIA,2134,2022-10-27,72.41,48.23,59.04,86.87,2.99,-0.91
LGBBROSLTD,1127,2022-10-28,81.13,61.49,72.16,80.96,-3.03,-8.26
RELIANCE,1606,2022-10-28,79.73,65.33,71.15,53.16,2.64,3.68
VAIBHAVGBL,2094,2022-10-28,74.15,56.67,61.34,50.3,-2.91,-6.82
BAJAJCON,232,2022-10-31,83.97,64.11,68.79,53.39,3.11,-0.56
BAJAJHCARE,235,2022-10-31,80.51,62.07,70.53,59.98,-0.16,0.62
IONEXCHANG,931,2022-10-31,79.57,59.03,70.86,67.41,4.86,14.61
JKCEMENT,985,2022-10-31,78.33,62.59,73.89,62.25,3.29,8.03
JUBLFOOD,1009,2022-10-31,86.0,57.61,60.68,62.03,0.45,-8.03
SEMAC,1739,2022-10-31,87.61,63.12,64.62,90.23,-1.59,11.43
SHYAMMETL,1791,2022-10-31,82.07,66.46,80.53,55.83,1.54,-0.9
THERMAX,1990,2022-10-31,82.36,58.1,74.85,51.74,8.03,3.85
EMAMILTD,568,2022-11-01,73.65,56.39,56.79,52.71,-3.94,-9.7
STARTECK,1871,2022-11-01,89.39,66.36,87.24,65.66,-2.59,-3.76
ALBERTDAVD,97,2022-11-02,83.9,62.19,87.35,73.11,3.34,5.12
FINPIPE,632,2022-11-02,84.92,55.69,68.98,69.18,12.31,14.34
GROBTEA,744,2022-11-02,86.97,56.73,66.35,55.25,-0.7,-1.98
MINDACORP,1251,2022-11-02,62.45,45.62,52.18,53.81,6.64,8.23
PANAMAPET,1441,2022-11-02,76.94,59.69,65.92,80.3,2.25,12.29
VEEDOL,2107,2022-11-02,80.44,60.98,53.08,53.55,-2.39,-4.25
ENDURANCE,579,2022-11-03,83.38,53.67,52.84,69.63,7.97,10.01
GABRIEL,649,2022-11-03,77.37,59.47,76.4,94.56,1.63,16.69
CEATLTD,370,2022-11-04,75.74,63.39,76.45,91.48,8.65,7.67
GOCLCORP,710,2022-11-04,81.69,57.68,53.94,77.89,4.85,27.95
HINDCOPPER,817,2022-11-04,75.39,55.41,53.81,65.91,7.87,1.16
INDOBORAX,897,2022-11-04,91.83,63.99,61.52,69.48,9.86,11.17
MINDACORP,1251,2022-11-04,78.04,55.41,52.18,53.81,1.75,2.27
RELINFRA,1608,2022-11-04,90.75,63.68,62.4,72.38,4.25,-1.29
SKFINDIA,1817,2022-11-04,70.52,51.4,51.31,69.05,7.96,13.92
ADFFOODS,48,2022-11-07,91.64,71.91,91.73,79.22,-0.04,1.11
BPCL,332,2022-11-07,76.78,62.73,67.05,69.01,-0.28,-0.94
DVL,540,2022-11-07,76.17,55.78,89.51,71.49,15.78,24.81
PRESTIGE,1528,2022-11-07,83.33,65.4,79.96,72.45,-0.3,0.94
SWELECTES,1931,2022-11-07,82.77,55.57,59.06,69.9,2.81,7.46
UNOMINDA,2080,2022-11-07,82.53,59.52,72.85,62.98,-1.7,-0.78
WONDERLA,2189,2022-11-07,88.93,56.87,50.76,79.18,-2.28,0.22
AFFLE,65,2022-11-09,81.83,56.46,77.0,61.59,5.83,3.19
AJMERA,86,2022-11-09,79.2,51.74,75.32,75.15,12.27,13.33
HGS,809,2022-11-09,71.63,46.54,55.69,54.29,9.06,2.43
BANSWRAS,261,2022-11-10,84.57,61.68,82.38,61.15,12.55,7.23
GKWLIMITED,690,2022-11-10,90.88,66.14,79.2,57.23,-1.54,-1.45
WONDERLA,2189,2022-11-10,80.5,62.24,50.76,79.18,-7.44,-1.16
MANGALAM,1192,2022-11-11,73.38,56.53,57.5,55.12,-5.48,-7.36
BALRAMCHIN,250,2022-11-14,83.63,57.65,65.68,62.38,3.72,11.16
GODREJCP,716,2022-11-14,83.36,60.17,58.25,57.96,-0.7,1.08
KIRLOSIND,1064,2022-11-14,88.24,69.97,84.67,93.24,10.4,4.2
UTTAMSUGAR,2090,2022-11-14,84.85,54.93,81.71,57.5,6.09,4.95
FMGOETZE,640,2022-11-15,87.62,62.59,76.55,52.97,5.16,-6.01
PCBL,1461,2022-11-16,78.48,57.62,60.78,78.66,1.8,6.36
